조회연도,대학명,대학코드,문서종류,다운로드링크
2027,"경기대학교[본교]","0000056","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255006&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000056&searchSyr=2027"
2027,"경기대학교[제2캠퍼스]","0000058","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255009&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000058&searchSyr=2027"
2027,"경남대학교[본교]","0000059","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257834&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000059&searchSyr=2027"
2027,"경동대학교[본교]","0000060","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244952&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000060&searchSyr=2027"
2027,"경동대학교[제3캠퍼스]","0002574","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244949&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002574&searchSyr=2027"
2027,"경동대학교[제4캠퍼스]","0002744","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244955&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002744&searchSyr=2027"
2027,"경북대학교[본교]","0000005","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242990&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000005&searchSyr=2027"
2027,"경상국립대학교[본교]","0000007","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243098&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000007&searchSyr=2027"
2027,"경성대학교[본교]","0000062","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257304&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000062&searchSyr=2027"
2027,"경운대학교[본교]","0000244","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245582&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000244&searchSyr=2027"
2027,"경인교육대학교[본교]","0000256","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257265&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000256&searchSyr=2027"
2027,"경일대학교[본교]","0000064","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255227&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000064&searchSyr=2027"
2027,"경희대학교[본교]","0000066","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245977&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000066&searchSyr=2027"
2027,"계명대학교[본교]","0000068","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243041&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000068&searchSyr=2027"
2027,"고려대학교(세종)[분교]","0000070","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257701&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000070&searchSyr=2027"
2027,"고려대학교[본교]","0000069","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256510&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000069&searchSyr=2027"
2027,"고신대학교[본교]","0000071","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243096&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000071&searchSyr=2027"
2027,"공주교육대학교[본교]","0000251","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256831&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000251&searchSyr=2027"
2027,"광신대학교[본교]","0000073","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000237436&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000073&searchSyr=2027"
2027,"광운대학교[본교]","0000074","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000246874&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000074&searchSyr=2027"
2027,"광주교육대학교[본교]","0000252","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257183&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000252&searchSyr=2027"
2027,"광주대학교[본교]","0000231","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000247026&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000231&searchSyr=2027"
2027,"광주여자대학교[본교]","0000076","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000247287&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000076&searchSyr=2027"
2027,"국립경국대학교[본교]","0000021","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257808&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000021&searchSyr=2027"
2027,"국립공주대학교[본교]","0000008","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256749&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000008&searchSyr=2027"
2027,"국립군산대학교[본교]","0000009","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242950&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000009&searchSyr=2027"
2027,"국립금오공과대학교[본교]","0000010","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256928&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000010&searchSyr=2027"
2027,"국립목포대학교[본교]","0000011","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244174&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000011&searchSyr=2027"
2027,"국립목포해양대학교[본교]","0000012","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242839&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000012&searchSyr=2027"
2027,"국립부경대학교[본교]","0000013","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243309&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000013&searchSyr=2027"
2027,"국립순천대학교[본교]","0000020","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243017&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000020&searchSyr=2027"
2027,"국립창원대학교[본교]","0000028","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244253&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000028&searchSyr=2027"
2027,"국립창원대학교[제2캠퍼스]","0003297","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257386&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003297&searchSyr=2027"
2027,"국립창원대학교[제3캠퍼스]","0003298","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256339&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003298&searchSyr=2027"
2027,"국립한국교통대학교[본교]","0000034","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243056&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000034&searchSyr=2027"
2027,"국립한국해양대학교[본교]","0000033","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255137&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000033&searchSyr=2027"
2027,"국립한밭대학교[본교]","0000039","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257178&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000039&searchSyr=2027"
2027,"국민대학교[본교]","0000078","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243010&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000078&searchSyr=2027"
2027,"극동대학교[본교]","0000080","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252399&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000080&searchSyr=2027"
2027,"금강대학교[본교]","0000224","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257879&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000224&searchSyr=2027"
2027,"김천대학교[본교]","0000241","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255156&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000241&searchSyr=2027"
2027,"나사렛대학교[본교]","0000081","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000254717&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000081&searchSyr=2027"
2027,"남부대학교[본교]","0000216","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257180&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000216&searchSyr=2027"
2027,"남서울대학교[본교]","0000245","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257688&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000245&searchSyr=2027"
2027,"단국대학교[본교]","0000082","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242998&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000082&searchSyr=2027"
2027,"단국대학교[제2캠퍼스]","0002726","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243003&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002726&searchSyr=2027"
2027,"대구가톨릭대학교[본교]","0000088","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243208&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000088&searchSyr=2027"
2027,"대구교육대학교[본교]","0000253","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257980&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000253&searchSyr=2027"
2027,"대구대학교[본교]","0000084","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242853&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000084&searchSyr=2027"
2027,"대구예술대학교[본교]","0000087","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256703&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000087&searchSyr=2027"
2027,"대구한의대학교[본교]","0000061","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257997&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000061&searchSyr=2027"
2027,"대신대학교[본교]","0000093","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243053&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000093&searchSyr=2027"
2027,"대전가톨릭대학교[본교]","0000094","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256548&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000094&searchSyr=2027"
2027,"대전대학교[본교]","0000095","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257692&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000095&searchSyr=2027"
2027,"대전신학대학교[본교]","0000238","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256613&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000238&searchSyr=2027"
2027,"대진대학교[본교]","0000097","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242971&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000097&searchSyr=2027"
2027,"덕성여자대학교[본교]","0000099","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256784&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000099&searchSyr=2027"
2027,"동국대학교(WISE)[분교]","0000101","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242987&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000101&searchSyr=2027"
2027,"동국대학교[본교]","0000100","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243065&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000100&searchSyr=2027"
2027,"동덕여자대학교[본교]","0000102","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256527&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000102&searchSyr=2027"
2027,"동명대학교[본교]","0000235","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255199&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000235&searchSyr=2027"
2027,"동서대학교[본교]","0000103","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244508&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000103&searchSyr=2027"
2027,"동신대학교[본교]","0000104","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257695&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000104&searchSyr=2027"
2027,"동아대학교[본교]","0000105","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242893&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000105&searchSyr=2027"
2027,"동양대학교[본교]","0000106","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244729&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000106&searchSyr=2027"
2027,"동의대학교[본교]","0000107","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252169&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000107&searchSyr=2027"
2027,"루터대학교[본교]","0000108","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000251957&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000108&searchSyr=2027"
2027,"명지대학교[본교]","0000109","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243028&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000109&searchSyr=2027"
2027,"명지대학교[제2캠퍼스]","0000111","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243031&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000111&searchSyr=2027"
2027,"목원대학교[본교]","0000112","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000239968&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000112&searchSyr=2027"
2027,"목포가톨릭대학교[본교]","0000221","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256895&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000221&searchSyr=2027"
2027,"배재대학교[본교]","0000113","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243047&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000113&searchSyr=2027"
2027,"백석대학교[본교]","0000178","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244402&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000178&searchSyr=2027"
2027,"부산가톨릭대학교[본교]","0000114","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245026&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000114&searchSyr=2027"
2027,"부산교육대학교[본교]","0000254","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256844&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000254&searchSyr=2027"
2027,"부산대학교[본교]","0000014","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257100&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000014&searchSyr=2027"
2027,"부산외국어대학교[본교]","0000115","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000253082&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000115&searchSyr=2027"
2027,"부산장신대학교[본교]","0000222","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243068&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000222&searchSyr=2027"
2027,"삼육대학교[본교]","0000116","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255052&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000116&searchSyr=2027"
2027,"상명대학교[본교]","0000117","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255109&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000117&searchSyr=2027"
2027,"상명대학교[제2캠퍼스]","0002959","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242869&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002959&searchSyr=2027"
2027,"상지대학교[본교]","0000119","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256681&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000119&searchSyr=2027"
2027,"서강대학교[본교]","0000120","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255101&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000120&searchSyr=2027"
2027,"서경대학교[본교]","0000121","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242904&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000121&searchSyr=2027"
2027,"서울과학기술대학교[본교]","0000036","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243125&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000036&searchSyr=2027"
2027,"서울교육대학교[본교]","0000255","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256818&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000255&searchSyr=2027"
2027,"서울기독대학교[본교]","0000098","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242985&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000098&searchSyr=2027"
2027,"서울대학교[본교]","0000019","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243333&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000019&searchSyr=2027"
2027,"서울시립대학교[본교]","0000040","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243006&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000040&searchSyr=2027"
2027,"서울신학대학교[본교]","0000125","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243050&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000125&searchSyr=2027"
2027,"서울여자대학교[본교]","0000126","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255230&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000126&searchSyr=2027"
2027,"서울장신대학교[본교]","0000127","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255017&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000127&searchSyr=2027"
2027,"서울한영대학교[본교]","0000205","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256912&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000205&searchSyr=2027"
2027,"서원대학교[본교]","0000128","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242933&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000128&searchSyr=2027"
2027,"선문대학교[본교]","0000129","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255106&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000129&searchSyr=2027"
2027,"성결대학교[본교]","0000131","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257612&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000131&searchSyr=2027"
2027,"성공회대학교[본교]","0000132","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257628&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000132&searchSyr=2027"
2027,"성균관대학교[본교]","0000133","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256733&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000133&searchSyr=2027"
2027,"성신여자대학교[본교]","0000136","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242956&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000136&searchSyr=2027"
2027,"세명대학교[본교]","0000137","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000251738&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000137&searchSyr=2027"
2027,"세종대학교[본교]","0000138","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257392&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000138&searchSyr=2027"
2027,"세한대학교[본교]","0000092","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242923&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000092&searchSyr=2027"
2027,"송원대학교[본교]","0000243","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257445&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000243&searchSyr=2027"
2027,"수원가톨릭대학교[본교]","0000139","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256355&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000139&searchSyr=2027"
2027,"수원대학교[본교]","0000140","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243044&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000140&searchSyr=2027"
2027,"숙명여자대학교[본교]","0000141","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257530&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000141&searchSyr=2027"
2027,"순천향대학교[본교]","0000142","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256619&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000142&searchSyr=2027"
2027,"숭실대학교[본교]","0000143","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257931&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000143&searchSyr=2027"
2027,"신경주대학교[본교]","0000065","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242936&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000065&searchSyr=2027"
2027,"신라대학교[본교]","0000144","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257625&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000144&searchSyr=2027"
2027,"신한대학교[본교]","0002712","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257411&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002712&searchSyr=2027"
2027,"신한대학교[제2캠퍼스]","0002800","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257414&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002800&searchSyr=2027"
2027,"아신대학교[본교]","0000145","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242968&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000145&searchSyr=2027"
2027,"아주대학교[본교]","0000146","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257291&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000146&searchSyr=2027"
2027,"안양대학교[본교]","0000147","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257837&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000147&searchSyr=2027"
2027,"안양대학교[제2캠퍼스]","0000148","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257840&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000148&searchSyr=2027"
2027,"연세대학교(미래)[분교]","0000150","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242928&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000150&searchSyr=2027"
2027,"연세대학교[본교]","0000149","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242992&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000149&searchSyr=2027"
2027,"영남대학교[본교]","0000151","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243059&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000151&searchSyr=2027"
2027,"영남신학대학교[본교]","0000153","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257934&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000153&searchSyr=2027"
2027,"영산대학교[본교]","0003193","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257063&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003193&searchSyr=2027"
2027,"영산대학교[제2캠퍼스]","0003194","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257086&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0003194&searchSyr=2027"
2027,"영산선학대학교[본교]","0000155","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256223&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000155&searchSyr=2027"
2027,"예수대학교[본교]","0000228","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256762&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000228&searchSyr=2027"
2027,"예원예술대학교[본교]","0000218","정시모집","https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255203&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000218&searchSyr=2027"
